 Product ID , Description , Packaging , Work Center , Option , Length , ID , Task , Time (min) ,Sum of Time (min),Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,ARW,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,-,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,ARWBT,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,-,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,ARWBTLED,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,-,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,ARWLED,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,-,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,ARWLEDBT,3.4,4.48,5.64,,,,,,,,,,,,13.52,3.245,3.465,2.7,,,,,,,,,,9.41,22.93
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,-,3.4,4.48,5.64,,,,,,,,,,,,13.52,3.245,3.465,2.7,,,,,,,,,,9.41,22.93
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,AULED,,,,,,,,,,,1.524,1.8,1.82,,5.144,,,,,,,,,,0.46,0.46,0.46,1.38,6.524
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,-,,,,,,,,,,,1.524,1.8,1.82,,5.144,,,,,,,,,,0.46,0.46,0.46,1.38,6.524
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,B2SQDLED,3.861984127,5.827162698,7.705380291,,,,,,,,,,,,17.39452712,1.49,1.48,1.46,,,,,,,,,,4.43,21.82452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,-,3.861984127,5.827162698,7.705380291,,,,,,,,,,,,17.39452712,1.49,1.48,1.46,,,,,,,,,,4.43,21.82452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,B2SQILED,3.861984127,5.827162698,7.705380291,,,,,,,,,,,,17.39452712,1.49,1.48,1.46,,,,,,,,,,4.43,21.82452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,-,3.861984127,5.827162698,7.705380291,,,,,,,,,,,,17.39452712,1.49,1.48,1.46,,,,,,,,,,4.43,21.82452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,B2SQSLED,3.861984127,5.827162698,7.705380291,,,,,,,,,,,,17.39452712,1.49,1.48,1.46,,,,,,,,,,4.43,21.82452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,-,3.861984127,5.827162698,7.705380291,,,,,,,,,,,,17.39452712,1.49,1.48,1.46,,,,,,,,,,4.43,21.82452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,B2SQWDLED,7.261984127,10.3071627,13.34538029,,,,,,,,,,,,30.91452712,3.245,3.465,2.7,,,,,,,,,,9.41,40.32452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,-,7.261984127,10.3071627,13.34538029,,,,,,,,,,,,30.91452712,3.245,3.465,2.7,,,,,,,,,,9.41,40.32452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,B2SQWILED,7.261984127,10.3071627,13.34538029,,,,,,,,,,,,30.91452712,3.245,3.465,2.7,,,,,,,,,,9.41,40.32452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,-,7.261984127,10.3071627,13.34538029,,,,,,,,,,,,30.91452712,3.245,3.465,2.7,,,,,,,,,,9.41,40.32452712
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,B3RLED,4.7,6.78,9.02,,,,,,,,,,,,20.5,2.98,2.96,2.92,,,,,,,,,,8.86,29.36
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,-,2.35,3.39,4.51,,,,,,,,,,,,10.25,1.49,1.48,1.46,,,,,,,,,,4.43,14.68
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,With Flanges,2.35,3.39,4.51,,,,,,,,,,,,10.25,1.49,1.48,1.46,,,,,,,,,,4.43,14.68
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,B6,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,-,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,B6D,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,-,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,B6DILED,3.4,4.48,5.64,,,,,,,,,,,,13.52,3.245,3.465,2.7,,,,,,,,,,9.41,22.93
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,-,3.4,4.48,5.64,,,,,,,,,,,,13.52,3.245,3.465,2.7,,,,,,,,,,9.41,22.93
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,B6DLED,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,-,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,B6DLEDPAT,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
101CA,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,-,4.115,5.285,6.535,,,,,,,,,,,,15.935,1.04,1.18,1.24,,,,,,,,,,3.46,19.395
