 Product ID , Option , Section Type , Work Center , Task , Qty , Time (min) , Total Time (min) ,, Sum of Total Time (min) , Column Labels ,,,,,
BLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STPO42 ,4.00,,4.00,,,
BMD,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BMD,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BMD,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BMD,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BMDLED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STPO43 ,4.00,,4.00,,,
BMDLED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BMDLED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BMDLED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BMDLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BMDLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, STPO44 ,4.00,,4.00,,,
BMDLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BMDLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,1.00,,1.00,,,
BMDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BMDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.00,,1.00,,,
BMDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STPO50 ,4.00,,4.00,,,
BMDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.00,,1.00,,,
BMI,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BMI,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,1.00,,1.00,,,
BMI,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BMI,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, STPO51 ,4.00,,4.00,,,
BMILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.00,,1.00,,,
BMILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,1.00,,1.00,,,
BMILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,1.00,,1.00,,,
BMILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.00,,1.00,,,
BMILEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SU ,3.90,3.00,6.90,,,
BMILEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.30,1.00,2.30,,,
BMILEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.65,0.50,1.15,,,
BMILEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.65,0.50,1.15,,,
BMIPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.30,1.00,2.30,,,
BMIPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SUA ,3.90,3.00,6.90,,,
BMIPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.30,1.00,2.30,,,
BMIPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.65,0.50,1.15,,,
BMLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.65,0.50,1.15,,,
BMLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.30,1.00,2.30,,,
BMLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TB ,3.72,3.00,6.72,,,
BMLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
CU,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.62,0.50,1.12,,,
CU,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.62,0.50,1.12,,,
CU,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.24,1.00,2.24,,,
CU,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TB2DILED ,2.60,,2.60,,,
CUA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,0.65,,0.65,,,
CUA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.65,,0.65,,,
CUA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.65,,0.65,,,
CUA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,0.65,,0.65,,,
CUB,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TB2DLED ,2.60,,2.60,,,
CUB,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,0.65,,0.65,,,
CUB,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.65,,0.65,,,
CUB,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.65,,0.65,,,
CUBA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,0.65,,0.65,,,
CUBA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TB2WDILED ,2.60,,2.60,,,
CUBA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,0.65,,0.65,,,
CUBA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.65,,0.65,,,
D5,ahunger3,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.65,,0.65,,,
D5,ahunger3,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,0.65,,0.65,,,
D5,ahunger3,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TB2WDLED ,2.60,,2.60,,,
D5,ahunger3,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,0.65,,0.65,,,
EL,ahunger3,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.65,,0.65,,,
EL,ahunger3,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.65,,0.65,,,
EL,ahunger3,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,0.65,,0.65,,,
EL,ahunger3,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TBDILED ,3.72,3.00,6.72,,,
FL,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.24,1.00,2.24,,,
FL,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.62,0.50,1.12,,,
FL,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.62,0.50,1.12,,,
FL,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.24,1.00,2.24,,,
L2,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TBDILEDPAT ,3.72,3.00,6.72,,,
L2,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.24,1.00,2.24,,,
L2,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.62,0.50,1.12,,,
L2,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.62,0.50,1.12,,,
L2A,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.24,1.00,2.24,,,
L2A,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TBDLED ,3.72,3.00,6.72,,,
L2A,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
L2A,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.62,0.50,1.12,,,
LT,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.62,0.50,1.12,,,
LT,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.24,1.00,2.24,,,
LT,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TBDLEDPAT ,3.72,3.00,6.72,,,
LT,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
LTA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.62,0.50,1.12,,,
LTA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.62,0.50,1.12,,,
LTA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.24,1.00,2.24,,,
LTA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TBDPAT ,3.72,3.00,6.72,,,
MB,ahunger3,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.24,1.00,2.24,,,
MB,ahunger3,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.62,0.50,1.12,,,
MB,ahunger3,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.62,0.50,1.12,,,
MB,ahunger3,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.24,1.00,2.24,,,
MBLED,ahunger3,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TBILED ,3.72,3.00,6.72,,,
MBLED,ahunger3,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.24,1.00,2.24,,,
MBLED,ahunger3,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.62,0.50,1.12,,,
MBLED,ahunger3,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.62,0.50,1.12,,,
PICD,ahunger5,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.24,1.00,2.24,,,
PICD,ahunger5,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TBILEDPAT ,3.72,3.00,6.72,,,
PICD,ahunger5,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
PICD,ahunger5,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.62,0.50,1.12,,,
PICI,ahunger7,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.62,0.50,1.12,,,
PICI,ahunger7,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.24,1.00,2.24,,,
PICI,ahunger7,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TBIPAT ,3.72,3.00,6.72,,,
PICI,ahunger7,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
PMD,ahunger5,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.62,0.50,1.12,,,
PMD,ahunger5,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.62,0.50,1.12,,,
PMD,ahunger5,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.24,1.00,2.24,,,
PMD,ahunger5,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TBLEDPAT ,3.72,3.00,6.72,,,
PMI,ahunger7,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.24,1.00,2.24,,,
PMI,ahunger7,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.62,0.50,1.12,,,
PMI,ahunger7,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.62,0.50,1.12,,,
PMI,ahunger7,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.24,1.00,2.24,,,
PR,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TBPAT ,3.72,3.00,6.72,,,
PR,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.24,1.00,2.24,,,
PR,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.62,0.50,1.12,,,
PR,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.62,0.50,1.12,,,
PRLED,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.24,1.00,2.24,,,
PRLED,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TWC ,3.90,3.00,6.90,,,
PRLED,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.30,1.00,2.30,,,
PRLED,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.65,0.50,1.15,,,
PW,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.65,0.50,1.15,,,
PW,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.30,1.00,2.30,,,
PW,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TWO ,3.90,3.00,6.90,,,
PW,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.30,1.00,2.30,,,
PWLED,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.65,0.50,1.15,,,
PWLED,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.65,0.50,1.15,,,
PWLED,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.30,1.00,2.30,,,
PWLED,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, TWR ,3.90,3.00,6.90,,,
RAY3P,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.30,1.00,2.30,,,
RAY3P,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.65,0.50,1.15,,,
RAY3P,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.65,0.50,1.15,,,
RAY3P,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.30,1.00,2.30,,,
RAY4P,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, TWRLED ,3.90,3.00,6.90,,,
RAY4P,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,1.30,1.00,2.30,,,
RAY4P,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.65,0.50,1.15,,,
RAY4P,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,0.65,0.50,1.15,,,
RAY6P,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.30,1.00,2.30,,,
RAY6P,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, WB ,3.72,3.00,6.72,,,
RAY6P,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
RAY6P,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRE ,0.62,0.50,1.12,,,
RAY8P,ahunger0,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.62,0.50,1.12,,,
RAY8P,ahunger0,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.24,1.00,2.24,,,
RAY8P,ahunger0,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, WBDI ,3.72,3.00,6.72,,,
RAY8P,ahunger0,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
SCD,ahunger3,Complete Section,Assembly,slide hanger & tight with set-screw,2,0.31,0.62,, SRE ,0.62,0.50,1.12,,,
SCD,ahunger3,SR1,Assembly,slide hanger & tight with set-screw,2,0.31,0.62,, SRM ,0.62,0.50,1.12,,,
SCD,ahunger3,SRE,Assembly,slide hanger & tight with set-screw,1,0.31,0.31,, Complete Section ,1.24,1.00,2.24,,,
SCD,ahunger3,SRM,Assembly,slide hanger & tight with set-screw,1,0.31,0.31,, WBDILED ,3.72,3.00,6.72,,,
SCD,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,, SR1 ,1.24,1.00,2.24,,,
SCD,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,, SRE ,0.62,0.50,1.12,,,
SCD,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,, SRM ,0.62,0.50,1.12,,,
SCD,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.24,1.00,2.24,,,
SCDI,ahunger3,Complete Section,Assembly,slide hanger & tight with set-screw,2,0.31,0.62,, WBDLED ,3.72,3.00,6.72,,,
SCDI,ahunger3,SR1,Assembly,slide hanger & tight with set-screw,2,0.31,0.62,, SR1 ,1.24,1.00,2.24,,,
SCDI,ahunger3,SRE,Assembly,slide hanger & tight with set-screw,1,0.31,0.31,, SRE ,0.62,0.50,1.12,,,
SCDI,ahunger3,SRM,Assembly,slide hanger & tight with set-screw,1,0.31,0.31,, SRM ,0.62,0.50,1.12,,,
SCDI,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,, Complete Section ,1.24,1.00,2.24,,,
SCDI,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,, WBILED ,3.72,3.00,6.72,,,
SCDI,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
SCDI,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,, SRE ,0.62,0.50,1.12,,,
SL,ahunger5,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.62,0.50,1.12,,,
SL,ahunger5,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Complete Section ,1.24,1.00,2.24,,,
SL,ahunger5,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, WBLED ,3.72,3.00,6.72,,,
SL,ahunger5,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SR1 ,1.24,1.00,2.24,,,
SL2HLED,ahunger5,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,0.62,0.50,1.12,,,
SL2HLED,ahunger5,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRM ,0.62,0.50,1.12,,,
SL2HLED,ahunger5,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,1.24,1.00,2.24,,,
SL2HLED,ahunger5,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, ZELED ,,2.00,2.00,,,
SL2LLED,ahunger5,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SR1 ,,0.50,0.50,,,
SL2LLED,ahunger5,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, SRE ,,0.50,0.50,,,
SL2LLED,ahunger5,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, SRM ,,0.50,0.50,,,
SL2LLED,ahunger5,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,, Complete Section ,,0.50,0.50,,,
SLLED,ahunger5,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,, Grand Total ,516.74,348.86,865.60,,,
SLLED,ahunger5,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
SLLED,ahunger5,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SLLED,ahunger5,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SOL,ahunger6,Complete Section,Subassembly Hangers,"slide hanger, thread, tight, masking tape",2,0.81,1.62,,,,,,,,
SOL,ahunger6,SR1,Subassembly Hangers,"slide hanger, thread, tight, masking tape",2,0.81,1.62,,,,,,,,
SOL,ahunger6,SRE,Subassembly Hangers,"slide hanger, thread, tight, masking tape",1,0.81,0.81,,,,,,,,
SOL,ahunger6,SRM,Subassembly Hangers,"slide hanger, thread, tight, masking tape",1,0.81,0.81,,,,,,,,
SOL,ahunger6,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
SOL,ahunger6,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
SOL,ahunger6,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SOL,ahunger6,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SU,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
SU,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
SU,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SU,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SUA,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
SUA,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
SUA,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SUA,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TB,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TB,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TB,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TB,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDILEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDILEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDILEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDILEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDLED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDLED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDLED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDLED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBILEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBILEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBILEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBILEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBIPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBIPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBIPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBIPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBLEDPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
